id,month,temperature_mean,temperature_median,temperature_q25,temperature_q75,wind_speed_mean,wind_speed_median,wind_speed_q25,wind_speed_q75,drought20_mean,drought20_median,drought20_q25,drought20_q75,humidity_mean,humidity_median,humidity_q25,humidity_q75
7,1,11.007638884838855,11.357751071428572,10.163390110714285,12.343017499999998,8.878409994898796,8.60521825,6.284933814285714,10.865365232142857,0.06913158566967713,0.0491347672815,0.026637157305500002,0.09869202209059999,69.69624675644027,71.0867,59.270129999999995,79.06244
7,2,11.097667727608542,11.727857285714286,9.9807195,12.512207142857141,10.685430520467436,10.732614435714288,8.447356460714287,12.602309942857145,0.10356523308897414,0.0973909732817,0.047098548978329983,0.1510063360515,67.48070779044117,66.966308,56.00427,76.7896305
7,3,12.872797378103044,13.050742142857143,11.586730982142859,14.079482921428571,11.367991651505521,11.289952000000001,9.8530204,12.79029422857143,0.08907097859715188,0.09028761409209998,0.0536085162550275,0.11430332911169999,65.06642000468383,63.502873,54.484379000000004,77.27575
7,4,16.37293148818027,16.40532792857143,15.150371999999999,17.34977725,11.199228980034013,11.246213014285713,9.946587471428572,12.180918285714288,0.05515446869467299,0.04808087263529998,0.02838549052955999,0.08113229474051249,66.68377962887828,67.61417,57.829468,75.19975
7,5,19.396895231682834,19.339769571428572,18.255795178571432,20.039598714285713,11.461370080896621,11.266884571428573,10.41288942857143,12.172195814285715,0.051884853797956425,0.052587750311205,0.03874772449704,0.06834414966989998,64.71278833840749,66.32033,55.6752555,74.15912499999999
7,6,23.38276163537415,23.45868357142857,22.033652142857143,24.895581999999997,12.243016766530614,12.075187142857144,11.195452000000001,13.37199957142857,0.03814994948385572,0.026886489474549982,0.018670422563600002,0.05653013862306499,65.53561963095238,65.164465,61.073905499999995,71.06086549999999
7,7,27.034856413181668,27.094234,26.250850071428573,28.01768692857143,13.522214240799599,13.786702142857143,12.096817339285714,14.440852642857147,0.010305482385857347,0.0053834270909199995,0.0026403569176999928,0.0111771687449,59.954858072599535,60.72309,54.335945,65.85656
7,8,28.185390572432254,28.165401000000003,27.121769142857143,29.81637560714286,13.138327079407828,13.048440499999998,12.0951156,13.920624839285717,0.012319174633148472,0.0067128179156500005,0.003990877236269997,0.017566138609249986,57.81798599180328,58.5309065,51.90125,64.7024
7,9,24.792978677040814,24.628195714285717,23.470478821428575,26.371603857142855,10.654888234843538,10.747182942857146,9.828424285714288,11.73794807142857,0.03658862960426953,0.025384852256999987,0.010015835176719999,0.05208580036879999,60.17878960238095,61.341333500000005,50.333195,67.366455
7,10,20.574100020659085,20.681418285714283,19.558432571428572,21.80027792857143,8.825496182592842,8.510739342857146,7.3508432,10.245927407142858,0.07836156559440217,0.07060115331674999,0.023862056459364987,0.11351817059654999,65.12954631733021,66.47522000000001,57.627897,73.28773
7,11,16.54196548747859,16.96618242857143,15.297112642857142,17.87953160714286,10.044985251666667,10.43871387857143,7.514376271428572,12.240370167857144,0.1427002188952267,0.11675031671725,0.057746300730014986,0.210244093442395,68.29467807434052,68.12994,61.004784,75.94386
7,12,12.482152987155468,12.746956857142857,11.495553142857142,13.902160642857144,8.932787583239056,8.420557085714288,6.370933985714288,11.413176214285714,0.1207352753010235,0.09422469862653998,0.06949247352828998,0.1670391508297,67.12822631021437,65.405136,56.916245,76.940506
8,1,11.007638884838855,11.357751071428572,10.163390110714285,12.343017499999998,8.878409994898796,8.60521825,6.284933814285714,10.865365232142857,0.06913158566967713,0.0491347672815,0.026637157305500002,0.09869202209059999,69.69624675644027,71.0867,59.270129999999995,79.06244
8,2,11.097667727608542,11.727857285714286,9.9807195,12.512207142857141,10.685430520467436,10.732614435714288,8.447356460714287,12.602309942857145,0.10356523308897414,0.0973909732817,0.047098548978329983,0.1510063360515,67.48070779044117,66.966308,56.00427,76.7896305
8,3,12.872797378103044,13.050742142857143,11.586730982142859,14.079482921428571,11.367991651505521,11.289952000000001,9.8530204,12.79029422857143,0.08907097859715188,0.09028761409209998,0.0536085162550275,0.11430332911169999,65.06642000468383,63.502873,54.484379000000004,77.27575
8,4,16.37293148818027,16.40532792857143,15.150371999999999,17.34977725,11.199228980034013,11.246213014285713,9.946587471428572,12.180918285714288,0.05515446869467299,0.04808087263529998,0.02838549052955999,0.08113229474051249,66.79604276400477,68.18219,57.829468,75.19975
8,5,19.396895231682834,19.339769571428572,18.255795178571432,20.039598714285713,11.461370080896621,11.266884571428573,10.41288942857143,12.172195814285715,0.051884853797956425,0.052587750311205,0.03874772449704,0.06834414966989998,65.68564124384525,66.32002,55.639236,74.27067
8,6,23.38276163537415,23.45868357142857,22.033652142857143,24.895581999999997,12.243016766530614,12.075187142857144,11.195452000000001,13.37199957142857,0.03814994948385572,0.026886489474549982,0.018670422563600002,0.05653013862306499,65.53561963095238,65.164465,61.073905499999995,71.06086549999999
8,7,27.034856413181668,27.094234,26.250850071428573,28.01768692857143,13.522214240799599,13.786702142857143,12.096817339285714,14.440852642857147,0.010305482385857347,0.0053834270909199995,0.0026403569176999928,0.0111771687449,59.954858072599535,60.72309,54.335945,65.85656
8,8,28.185390572432254,28.165401000000003,27.121769142857143,29.81637560714286,13.138327079407828,13.048440499999998,12.0951156,13.920624839285717,0.012319174633148472,0.0067128179156500005,0.003990877236269997,0.017566138609249986,57.81798599180328,58.5309065,51.90125,64.7024
8,9,24.792978677040814,24.628195714285717,23.470478821428575,26.371603857142855,10.654888234843538,10.747182942857146,9.828424285714288,11.73794807142857,0.03658862960426953,0.025384852256999987,0.010015835176719999,0.05208580036879999,60.17878960238095,61.341333500000005,50.333195,67.366455
8,10,20.574100020659085,20.681418285714283,19.558432571428572,21.80027792857143,8.825496182592842,8.510739342857146,7.3508432,10.245927407142858,0.07836156559440217,0.07060115331674999,0.023862056459364987,0.11351817059654999,65.12954631733021,66.47522000000001,57.627897,73.28773
8,11,16.54196548747859,16.96618242857143,15.297112642857142,17.87953160714286,10.044985251666667,10.43871387857143,7.514376271428572,12.240370167857144,0.1427002188952267,0.11675031671725,0.057746300730014986,0.210244093442395,68.29467807434052,68.12994,61.004784,75.94386
8,12,12.482152987155468,12.746956857142857,11.495553142857142,13.902160642857144,8.932787583239056,8.420557085714288,6.370933985714288,11.413176214285714,0.1207352753010235,0.09422469862653998,0.06949247352828998,0.1670391508297,67.12822631021437,65.405136,56.916245,76.940506
9,1,11.007638884838855,11.357751071428572,10.163390110714285,12.343017499999998,8.878409994898796,8.60521825,6.284933814285714,10.865365232142857,0.06913158566967713,0.0491347672815,0.026637157305500002,0.09869202209059999,69.66075239344262,73.0352925,59.8081935,79.1149025
9,2,11.097667727608542,11.727857285714286,9.9807195,12.512207142857141,10.685430520467436,10.732614435714288,8.447356460714287,12.602309942857145,0.10356523308897414,0.0973909732817,0.047098548978329983,0.1510063360515,67.08436086642158,66.966308,56.00427,76.581855
9,3,12.872797378103044,13.050742142857143,11.586730982142859,14.079482921428571,11.367991651505521,11.289952000000001,9.8530204,12.79029422857143,0.08907097859715188,0.09028761409209998,0.0536085162550275,0.11430332911169999,64.63969262295082,63.286089000000004,54.3273965,75.4743175
9,4,16.37293148818027,16.40532792857143,15.150371999999999,17.34977725,11.199228980034013,11.246213014285713,9.946587471428572,12.180918285714288,0.05515446869467299,0.04808087263529998,0.02838549052955999,0.08113229474051249,67.28765189868892,70.12881,58.026344,75.19975
9,5,19.396895231682834,19.339769571428572,18.255795178571432,20.039598714285713,11.461370080896621,11.266884571428573,10.41288942857143,12.172195814285715,0.051884853797956425,0.052587750311205,0.03874772449704,0.06834414966989998,65.30754961241217,67.338585,58.2255745,74.57991
9,6,23.38276163537415,23.45868357142857,22.033652142857143,24.895581999999997,12.243016766530614,12.075187142857144,11.195452000000001,13.37199957142857,0.03814994948385572,0.026886489474549982,0.018670422563600002,0.05653013862306499,64.88832024761905,65.22455,60.4762205,71.06141
